article_author,article_title,index_link,article_dt,article_text,article_IP,article_ncomments
skliveman (),Re: [討論] 感覺阿北被設計 太早亮出陸戰底牌,https://www.ptt.cc/bbs/HatePolitics/M.1689542851.A.A8D.html,Mon Jul 17 05:27:29 2023,綠粉才是智障吧現在挺柯的連國民黨都有多數人是支持政黨輪替的民進黨八年搞出多少弊案?高雄有沒有? 慶富案 幾百億台南有沒有? 光電案 88槍新竹有沒有? 大巨蛋桃園有沒有? 桃機這些跟政府沒關係?你有沒有腦光檯面上就這樣了 檯面下的冰山呢?你他媽的再給你8年DPP你還要吃掉多少錢?搞一堆網軍粉飾善後只會縱容這政黨更猖狂而已按照DPP目前在網路與媒體的力量給共產黨選上也賣不了台啦這群靠支持台灣 支持公平正義的人幹著一堆破事還要網軍媒體粉飾太平不僅吸血人民還要顧面子無恥莫過於此綠粉根本連支持DPP都講不出來了只敢靠攻擊別人顧選票 騙人民而已DPP你要是有骨氣 要保台就開放槍枝啦我第一個去領--1分鐘4個ID推文號召所有人skip 呵呵談弊案這種東西 居然會被噓文除了領錢辦事還有什麼解釋?噓阿反正你們也不敢噓到出現XX噓到推文正負10而已沒辦法的話就狂開新串 不就這幾招?怎麼更新資訊啦88槍就跟光電爐渣綁一起的郭再欽連維基百科都找不到了慶富案推給馬英九幹了8年一無所知喔 騙鬼喔搞鬼就下台  不然太蠢也該下台這種才恐怖 案後什麼線索都沒有跟餵藥八成像,114.38.55.134 (臺灣),101
timmy6666 (還敢下來呀冰鳥),Re: [討論] 為何台灣沒有真正的左派？,https://www.ptt.cc/bbs/HatePolitics/M.1689543381.A.8F2.html,Mon Jul 17 05:36:19 2023,這問題有第一個點是，你要確定台灣人知道左右是什麼捏？這邊推薦蕭怡靖、鄭夙芬（2014）的文章<台灣民眾對左右意識型態的認知: 以統獨議題取代左右意識型態檢測台灣 的政黨極化>，裡面有2001年進行質化訪問的部分，詢問民眾對左右派的認知，我這邊直接貼文章片段如果一般民眾對左右的認知都長這樣了，要怎麼可能依據對左右意識形態來投票？邱師儀（2017）有篇<台灣民眾對於左右派辨識能力之初探>同樣也有回應這個問題，但結論同樣是雖然部分高政治知識的民眾（在所有選民結構中都是少數）可以掌握意識形態投票的邏輯（會投給跟自己意識形態相近的政黨），但不等於這些人真的理解左右是在幹嘛甚至很有可能跟蕭與鄭的那篇文章一樣，只是覺得我支持的政黨就是好的就是左派或右派所以哪種意識形態一致性最能看出政治極化？結論在台灣還是統獨，選民是根據政黨在統獨立場上與自己的距離在投票的。至於左右，看看上面這些回答，真的是別為難選民們了當然柯黨崛起後也有可能有一定程度的改變啦，以2020的調查資料來看的話，柯黨的認同者確實相對其他選民更不覺得兩岸是重要議題，但2024是否還是這樣還得再觀察至於教育程度與投票傾向的問題，要討論前還是要先看台灣高教人口的差異可以說有很大的世代差距，學歷如果不跟年齡做交叉分析的話，會很難真的清楚高教育程度者的政治傾向這是因為除非是針對大學生的全面調查（台灣過去有幾波），不然一般的調查在詢問學歷時只會問你國中/高中/大學/研究所，並不會問你你是什麼大學（也就是說台大跟育達在這種調查裡頭都歸類為大學學歷），在這種調查中，高教擴張後年代的大學學歷實在不用太認真看待大概2000年代早期，有研究者在整理1990世代跟2000世代的大學生的政治態度差異時，發現怎麼2000年代的大學生無論在政治信任與政治效能感都是相形下滑（過去多半認為高教育程度者會有較高政治信任跟政治效能，認為自己有能力改變政治之類的）最後在研討會時，評論人直接建議把高教擴張前就存在的大學的學生跟高教擴張後才出現的大學的學生分開來看，結果研究者後來自己發現高教擴張前就存在的大學，在2000年代跟1990年代的學生根本整體政治態度都差不多說明原本那些高教育的人政治態度根本沒變，只是有過多號稱大學畢業的，原本根本唸不了大學的人混入所謂的大學學歷者而已--,111.250.138.39 (臺灣),2
teeo (teeo),[討論] 蔡英文的臉書,https://www.ptt.cc/bbs/HatePolitics/M.1689544240.A.7B2.html,Mon Jul 17 05:50:38 2023,看到蔡領導的臉書請大家把党開會演講內容分享出去結果下面除了徐巧芯之外一面倒都是「總統好棒」「您辛苦了！還要請您領導台灣20年、80年」這跟隔壁版的風向怎麼差這麼多？現在我也相信網路謠言說一些地方都是網軍了！--,198.144.132.147 (日本),34
leon771170 (許肥),[討論] 誰說716沒有女生？,https://www.ptt.cc/bbs/HatePolitics/M.1689545818.A.3F5.html,Mon Jul 17 06:16:55 2023,明明一大堆好不好 只是不想聞到臭酸味而已只能帶防毒面具躲在樹蔭下 遠離肥仔散發的生化毒氣侵襲！這種臭酸味還算小咖辣 記得本肥當年新訓時頂著艷陽 全身草綠服 鋼盔 S腰帶 水壺上身 然後三行三進…這種一回到營區 身上的味道 終身難忘 尤其是水壺嘔嘔嘔 不知道多少學長用過 幹 又不得不喝 噁 吐了！-----Sent from JPTT on my iPhone--,111.253.115.217 (臺灣),8
mazinkisa (kisa),[討論] 什麼叫做網軍，貶低716活動示範給你看,https://www.ptt.cc/bbs/HatePolitics/M.1689546155.A.909.html,Mon Jul 17 06:22:33 2023,716以前一堆文章在貶低抹黑716更一堆文瘋狂在洗誰誰網軍怎樣716開始後更是一堆文再抹黑嘲笑716不斷的發文不斷的洗地瘋狂的示範什麼叫做網軍雖然吱吱吱早就一再的教大家什麼叫做網軍但吱吱吱還是一再洗文誰是網軍也到處抹!網軍水軍抹別人是網軍而且還是玩先說先贏的手法!這是沒底線呢?還是自認智商高人一等怎麼就是相信沒腦子就如他們一樣!--,125.231.58.67 (臺灣),116
a000000000 (比古A十郎),Re: [討論] 為何台灣沒有真正的左派？,https://www.ptt.cc/bbs/HatePolitics/M.1689546320.A.2CF.html,Mon Jul 17 06:25:18 2023,阿我美國阿爸人喇糞島左派沒力的原因很多不過關鍵還4在教育&文化形成通常在西方國家學生&學校老師比較容易接受左派思想這說穿惹因為老師本身就不是捨摸資本主義社會的勝利者自然不可能對資本主義講好話小朋友麻整天聽老師靠北政府靠北有錢人思想會比較反資本主義到大學會比較複雜一點西方麻尼反資本主義  就會往左派靠攏惹糞島就不一樣惹這邊已經有現成的反商思想94傳統科舉儒家士大夫文化不用特別去跟左派黏在一起結果變成國文歷史老師啥的用傳統士大夫思想批判資本主義同時捏學生考試成績=老師業績科舉文化那套非常適合老師拿來用最終的產出94像柯阿北這種人考試成績比賺錢偉大考試100分=偉人聖人這些人就大學生賺輸小學生然後變柯糞再然後就吃屎惹可憐--,76.132.63.174 (美國),59
patiger (唉),Re: [討論] 政府連冷氣開幾度都要管 比外役監還嚴,https://www.ptt.cc/bbs/HatePolitics/M.1689546834.A.DE3.html,Mon Jul 17 06:33:52 2023,你是忘了還是不願意想起來真黨國之子當總統的時候不只冷氣開幾度要管連日光燈開幾盞都要管當時有去過百貨公司都知道是怎麼一回事還很自傲的當政績說是重大改革耶--,223.139.12.190 (臺灣),3
patiger (唉),Re: [討論] 我本來以為國民黨會動員的,https://www.ptt.cc/bbs/HatePolitics/M.1689547403.A.CD7.html,Mon Jul 17 06:43:21 2023,真的動員起來就是為人作嫁你還記得韓國瑜開始不被當笑話是什麼時候嗎第一次鳳山造勢活動他的人氣嗎？其實...屁啦，王金平拉來的人但是那次的成功讓一些人就真的把韓當救世主了開始自動召集，順便講到王金平就酸一下這次如果KMT幫忙拉人也只會變成這個樣子然後膽子大起來的柯粉也會開始酸帶人的KMT阿...不...這次失敗了也是酸--,223.139.12.190 (臺灣),54
RolfP (TPE),[討論] 中央藍白合就假議題啊～,https://www.ptt.cc/bbs/HatePolitics/M.1689548147.A.23F.html,Mon Jul 17 06:55:45 2023,如題藍白合就是雙方都要有成效啊藍方現在只想穩住地方戰中央分崩離析誰管啊不然哪來地方要與白合作的聲音？kmt本質沒有變從以前的國共會戰到現在就是藍色內部各方只想用自己的最大利益為優先整體利益才是次要的以韓導為例不就深藍很吃韓導的口味 地方選舉人看到跟著韓導有票當然要韓有聲量 有曝光想當初韓導選輸總統的時候在某次聚會上中常委們討論自己的事業跟韓導選輸沒有人在檢討自己啦都是在說下一次就會贏了聽完後就知道根本沒變深藍政治人物要的就地方利益優先深藍粉絲看到隨便一顆西瓜出來 自動都會投票der現在一堆媒體在那吹藍白合作白色都知道當出國親合的下場了現在頂多地方派系合作下中央部分藍白合是不可能的～～～--,1.161.82.92 (臺灣),13
win8719 (win8719),Re: [討論] 什麼叫做網軍，貶低716活動示範給你看,https://www.ptt.cc/bbs/HatePolitics/M.1689548531.A.144.html,Mon Jul 17 07:02:09 2023,不是喔網軍是說只會在網上出現的人喔你是不是不懂網軍這個網是啥意思啊再7/16前洗的這天好像會有10萬人出現結果7/16直接被打臉沒多少真人這才叫真網軍吧難怪會被叫做鍵盤上的巨人 行動的侏儒柯CF玄天上帝信徒果然是很厲害的都在網上跟這進香然後催眠自己--,114.44.39.53 (臺灣),27
Whitening (whitening),[討論] 王婉諭只是戳破了柯文哲公平正義的新衣,https://www.ptt.cc/bbs/HatePolitics/M.1689548685.A.ED3.html,Mon Jul 17 07:04:42 2023,昨天女戰神，王婉諭，在1萬多個柯粉面前，公然指出柯文哲跟黑道好來好去，自己社子島沒有居住正義，戳破了柯文哲公平正義的假面具，柯文哲就像故事裡的國王，穿著黃國昌幫他織的公平正義外衣，其實根本什麼都沒有，辣個小女孩，竟然當著大家的面，說國王沒穿衣服，也難怪柯粉這麼腦羞了。--,36.239.88.253 (臺灣),356
leon771170 (許肥),[討論] 716看破柯文哲的虛民調,https://www.ptt.cc/bbs/HatePolitics/M.1689548979.A.AC0.html,Mon Jul 17 07:09:36 2023,阿北動員黨公職 又用遊覽車載中南部柯糞 加上館娼糞 啥 3萬人？民調不是第一就是第二 而且八年執政的主場優勢竟然摳出來 只有3萬鳥人？上次總投票人數是1千9百3十多萬人7成投票率換算 實際投票數為1千3百5十萬人2000年總統得票比率阿扁39.3% 老宋36.84% 連戰23.1%所以過半當選 6750000票 三角督是不可能的按照阿扁39%當選是5265000票 三角督至少拿5百3十萬票給你柯屁百倍奉還 3百萬張也是落選辣所以柯屁包一包 回家當媽寶 賣來亂阿辣！-----Sent from JPTT on my iPhone--,111.253.115.217 (臺灣),19
chu (chu),[討論] 苗苗昨天談居住正義,https://www.ptt.cc/bbs/HatePolitics/M.1689549047.A.AF1.html,Mon Jul 17 07:10:45 2023,苗:萬安盤點了七千戶的XX基地 但這基地在哪裡 不公布每塊基地能蓋多少戶 也不公布為什麼社會住宅進度緩慢？不是預算編了 找營建商蓋就有社會住宅了嗎蓋社宅最大困難是如何化解周遭居民疑慮 所以柯蓋的慢 我不怪柯文哲內湖東湖住宅 預算被刪到0元 苗苗有爭取其他議員看能不能刪成10000元的話 會兩年無法重提此計畫最後還是被其他議員刪成0元因為支持社宅力量從沒有集結起來，所以需要輪候制民眾會打電話給當地議員抗議輪候制是地方現在就可以自己做之前有跟柯P提過了但柯說研議也跟萬安提過 也是回答研議給的理由是中央沒有下令大家要一起做 所以我們不能先做但是社宅的入住辦法明明是台北市自己訂的要怎麼抽籤 入住順序都是台北市自己訂的等我苗苗到中央會叫營建署通知地方，輪候制你們地方可以自己做還有提到全台灣只有台北的社宅收費公式要收房屋稅、地價稅明明中央說社會住宅免收房屋稅、地價稅但柯屁的社會住宅竟然收取柯的理由是怕中央之後會取消但就算之後取消 還是地方稅收阿那你再收幾點的最後阿苗跟其他議員橋好社會住宅收費公式 以後就不含房屋稅地價稅了阿苗好棒！裡面還一堆細節 懶得打字了但看完我都想投阿苗了--,111.71.212.151 (臺灣),11
bightv42257 (Anderson),[討論] 現實的柯粉是需要被關心的一群人嗎？,https://www.ptt.cc/bbs/HatePolitics/M.1689549086.A.44B.html,Mon Jul 17 07:11:24 2023,昨天遊行之後，在Ptt聲勢浩大的柯粉群，果然被證實了在現實生活中只是一群小眾。不過，確實還是有一群，或許是天真的一群人，相信師傅那一套只能哄哄小朋友的說詞。看到臉上尚有稚氣的小男生，拿著「公平正義」的牌子，心裡突然覺得，他們是不是有什麼地方需要人家關心，才會把希望寄託在神棍身上。這些人應該是需要被關心的，如果你身邊有這些小朋友，應該要怎麼伸出關懷的手呢？（能救一個是一個啊！）--,111.65.46.37 (新加坡),21
zangetsu9006 (台灣是平行時空),Re: [討論] 台女給我進來！道歉！,https://www.ptt.cc/bbs/HatePolitics/M.1689549205.A.C37.html,Mon Jul 17 07:13:23 2023,道歉？道什麼歉啊？無聊你們台男才要道歉辦在七月大熱天還下午二點又不是室內，可以穿外套吹冷氣八卦那邊還一堆曬焦人肉照回報這是要逼死女人嗎？我們的標準是高富帥，你們的標準是白富美白痴才跟你們一起去曬成人肉乾躲在樹蔭底下已經很給你們面子了而且你們真的是台男嗎？身為台男怎麼會不知道女人不能曬太陽--你要這樣偷換概念，我也沒辦法716訴求是居住正義＆司法改革，哪是你說的挺服貿、反冷氣、要環保再來我是說躲在樹蔭下已經很給面子了代表多的是不給面子沒去曬太陽，在冷氣房裡看直播的嗯，就是我，我自首沒辦法～我要顧小孩啊～怎麼能讓孩子曬三個小時的大太陽呢？而且小孩鐵定待不住好嗎？之前帶他去參加黨慶，屁股剛坐下去他就跟我說很無聊要回家,39.15.38.111 (臺灣),11
samarium (SM),[黑特] 黃國昌的貪贓枉法解套了吧,https://www.ptt.cc/bbs/HatePolitics/M.1689549279.A.056.html,Mon Jul 17 07:14:37 2023,黃國昌一系列貪贓枉法解套了吧隨著媒體不關心，他大概就是裝死到底這種人辦遊行師出無名昨天也果然沒人跟--,49.159.5.206 (臺灣),18
topic21000 (topic21000),[討論] 說民進黨沒派人的是把小綠燈當塑膠嗎？,https://www.ptt.cc/bbs/HatePolitics/M.1689549859.A.E80.html,Mon Jul 17 07:24:17 2023,餓死抬頭，大家都在說民進黨沒有派人參加716我看你們都不是很懂喔！現在是把小綠燈看沒當塑膠嗎？表面上是藍綠白都打結果檢討執政黨只有輕輕帶過重砲火力都在打柯這不就是民進黨最常用的策略三黨一樣爛，票投民進黨！小綠燈，讚哦！--,223.139.15.73 (臺灣),20
forgetme (老頭),Re: [討論] 關於王婉諭噴柯文哲的社子島開發計畫,https://www.ptt.cc/bbs/HatePolitics/M.1689549973.A.405.html,Mon Jul 17 07:26:11 2023,你知道嗎？其實大部分台灣民眾不太凱爾社子島。一群違章建築，連建照甚至使用執照都沒有的，什麼都要，還很大聲。照這個邏輯我現在去佔一塊國有地幾十年之後也可以高喊居住正義了嗎？完完全全就是他們要錢然後錢給的不夠多啊。要求安置？那你幾十年違法佔的政府有沒有跟你求償？我講句不太客氣的，這個地方設籍16000人，有居住事實的不過8000人，有投票權的不過6000人。除了選議員和里長估計是沒人會鳥他們的。我對柯的意見非常非常多，但是他是24年來唯一願意弄這一塊地方的並且有實際的動手的。他任內沒有辦法完成，其實社子島開發就掰了。就讓這8000人自動消滅吧，讓時間來解決。我就不信他們還能撐過下一個24年。--,49.216.47.224 (臺灣),14
Zphoenix (細雨雙羊湖),[討論] 我能感受到柯粉對人生絕望的憤怒,https://www.ptt.cc/bbs/HatePolitics/M.1689550163.A.E8D.html,Mon Jul 17 07:29:20 2023,"但是能感受和能體會是兩件事，感受是指我可以看出柯粉真的很魯很絕望，體會是指我體會不到發生在柯粉身上的事情例如obov常常說柯粉就是大學生賺輸小學生我之前也講，柯粉的組成就是外縣市學店仔開口閉口就是自己是四大四中，不然就是國立大學或私立前段光是這種自介方式已經濃濃魯味了，聽起來不就是一群不怎麼樣的人而已，然後最可怕的就是覺得自己這樣的條件很讚女生不喜歡我，老闆不錄取我，通通都是別人有眼無珠自己換成對方的角度來思考很難嗎？可以選的話為啥不選更好的？既然你不是頂尖，表示人家只要願意花時間一定能找到更好的不是嗎？柯粉的幽默感也很奇怪，柯P講的一些歧視性的東西明明就很母湯，台灣應該沒有第二個政治人物比他講話更歧視更具攻擊性但是柯粉就是能把這些歧視語錄奉為圭臬，然後說柯文哲只是講出""大家想講卻不敢講的話""平常就會想講歧視女性言論的族群，對於正常女性來說，柯粉這個族群絕對是婚姻市場的地雷沒錯吧經過716之後，柯粉發現無法引起社會共鳴的那種憤怒和絕望感，好像又更強烈了一些說實話我也只知道柯粉很生氣而已，但到底絕望的點在哪邊，我一直catch不到有柯粉願意試著說服一下沒去參加遊行的正常人理解你們的內心世界嗎？--  「ん､ごめ                        ト--",114.136.133.65 (臺灣),86
zeuswell (幫我想個有梗的暱稱),[討論] 其實這次算蠻成功的一場遊行。,https://www.ptt.cc/bbs/HatePolitics/M.1689536177.A.BF5.html,Mon Jul 17 03:36:15 2023,畢竟上次6/23還算是有綠共參加的遊行這次可以說是跟綠共完全無關只有幾個反串仔在鬧而已以這個天氣、這個人數，已經超乎我意料了像我全家綠油油就時常被找去參加什麼造勢如果是附近的就是發便當如果遠一點就是自己交幾百塊當觀光搭遊覽車最遠從屏東跑到台南偶爾還會客串對手陣營領便當就跑的而大熱天的今天這場參與者的行動力完全是非常感人跟那種要馬發便當要馬遊覽車的完全不是一個檔次然後大家可以注意到當綠粉開始害怕的時候就會將攻擊力道都擺在粉絲上加深老百姓的對立像什麼強調性別比到處說都是魯蛇宅男什麼的或是出什麼T-shirt無聊當有趣這跟以前綠粉用在韓粉身上的招數如出一徹只不過以前是中年綠粉攻擊韓粉老人現在是綠粉老人攻擊年輕人只能說綠粉手法一用再用，非常噁心而綠共唯一的中心思想只有冥進洞三個字不值一提整個看下來我對柯阿北越來越有信心然後我看果凍真的涼了超沒存在感總之，下次希望遊行可以辦在12月要不然現在台灣11月的天氣還是很熱12月辦遊行才正常八到底為蛤遊行都要辦在夏天啊--,27.51.81.94 (臺灣),123
tysh710320 (魯酸菌),[討論] 今天報紙會報716嗎?要登哪張照片?,https://www.ptt.cc/bbs/HatePolitics/M.1689536179.A.E86.html,Mon Jul 17 03:36:17 2023,如題716登得上今天三大報的頭版嗎?館長說:講沒人的都是認知作戰可是又拿不出人很多的照片連景福門都包不起來只會一直吹都躲在樹下這樣報社要刊哪張照片才不會被柯館粉罵假新聞?  (照片很難選欸)有參加遊行的提供一下好嗎?--,118.161.236.34 (臺灣),15
omanorboyo (omanorboyo),[討論] 小綠燈：執政黨可惡 但在野黨更是可惡 ,https://www.ptt.cc/bbs/HatePolitics/M.1689536415.A.B83.html,Mon Jul 17 03:40:13 2023,一個特地來罵在野黨的一個說別穿黨服還照穿看了兩段都是先罵民進黨 再說白藍更爛...有這種執政黨，令人憤怒，但是，有一個無能的最大在野黨，。我也必須很負責任的指出，，並沒有比綠色、藍色遠到哪裡去ＦＢ講稿中 蔡英文1次 賴清德1次 柯文哲8次上台演講時 蔡英文0次 賴清德1次 柯文哲8次一邊是完全執政且現任的正副總統一邊是沒權的死老百姓+前台北市長怎麼有些人眼中後者更該死= =?--,220.132.119.92 (臺灣),127
MeiHS (簽名檔詳見 其他版晃到，),"[討論] 大選登記前,還有可能有聯合大遊行嗎?",https://www.ptt.cc/bbs/HatePolitics/M.1689537376.A.911.html,Mon Jul 17 03:56:13 2023,"大選登記好像是九月,九月一登記完,大概就要各自衝了,沒啥炮口一致的機會惹藍白跟其他什麼的,要一起嗆綠的機會,大概沒多少次惹716不管它一萬 四萬 還幾萬人參與,這大熱天去擠,真的要給個佩服大選登記前,還有可能有聯合大遊行嗎?----",1.169.64.90 (臺灣),6
yangzy (亞瑟),[討論] 我們選錯了幾個立委？,https://www.ptt.cc/bbs/HatePolitics/M.1689537478.A.2F6.html,Mon Jul 17 03:57:56 2023,我們選立委是選來監督執政的政府，結果選到有些給你跑去監督在野當執政當權者的太監走狗，我們選錯了幾個這種立委？--目前還沒看到有人講立委只能監督執政，只看到有一個在問誰說立委是選來監督執政的政府的,115.165.192.217 (臺灣),14
kymco9999 (),[黑特] 功德造勢沒有動員能超越716?,https://www.ptt.cc/bbs/HatePolitics/M.1689537578.A.E74.html,Mon Jul 17 03:59:36 2023,一堆綠粉在那邊嘲諷716716是人民自發遊行可沒有政黨派遊覽車載人去上街當年韓粉造勢，塞爆凱道、三重水漾公園也許有動員，但一堆死忠韓粉出門支持2019/7/7韓國瑜當市長，韓市長溫馨呼籲韓粉到高雄玩結果當天高雄六合夜市、旗津一堆國旗裝的韓粉支持韓市長來高雄消費現在綠粉竟然說716人潮過不了景福門那功德沒有動員北上造勢，功德凱道造勢能超越716嗎？綠粉不要再高潮了，1/13藍白就會出現在投票所教訓功德跟民進黨了--,223.139.227.95 (臺灣),14
kymco9999 (),[轉錄] 侯友宜FB-我和上萬名朋友一起走上凱道,https://www.ptt.cc/bbs/HatePolitics/M.1689537967.A.533.html,Mon Jul 17 04:06:05 2023,侯友宜FB司法改革，只剩空殼！民進黨做不到的，換我來做！今天我和上萬名朋友一起走上凱道，頂著烈日喊出，對公平正義的企盼，對民進黨政府的失望，對八年下來無數弊端的憤怒，「坐在冷氣房裡的蔡英文總統、賴清德副總統，你們聽到了嗎？」蔡英文總統曾說，司法是正義的最後一道防線，但如今卻是空殼一個，民進黨的優先修法，變成幽靈修法，外役監變爽監，甚至變成民進黨權貴的後花園。更嚴重的是，權貴黑金氾濫，im.B騙局吸金25億供養權貴、學甲88槍牽涉上百億光電弊案、疫苗採購弊案，至今看不到真相，民眾一年受詐騙金額高達700億元，政府根本束手無策。「民進黨做不好，就換侯友宜來做！」我當總統後，將全力推動：1. 跨部會聯手打擊詐騙，「騙得越多，判得越重」。2. 中央成立「黑道幫派認定審議委員會」，吸收未滿18歲青少年，一律對幫派主事者及成員，加重其刑。3. 打破假釋黑箱，「提高重大刑犯假釋門檻」。4. 成立專辦黑金「新的特偵專案組」，嚴懲官商勾結。5.「源頭管制槍枝」，杜絕黑槍氾濫。公平正義必須伸張，更要讓人民看到它得到伸張。為了年輕人、為了台灣的未來，我們一起打拚，我會全力以赴，實踐公平正義，讓人民有感！侯sir昨天下午在大熱天也參加了716遊行他說出人民對政府的不滿，司法改革民進黨做不到，侯友宜來做坐在冷氣房的蔡英文、賴清德，對於八年來的這麼多的弊端跟人民憤怒，侯友宜表示「你們倆聽到了嗎」？民進黨做不好，就換侯友宜來做--,223.139.227.95 (臺灣),46
zeuswell (幫我想個有梗的暱稱),[公告] maesww 這幾天狂洗推文的小心囉 385天,https://www.ptt.cc/bbs/HatePolitics/M.1689538568.A.05F.html,Mon Jul 17 04:16:05 2023,-------------------------------------------------------------------------------maesww1.多篇文章下，8小時內重複、無意義、相同/相似之推噓文達5次以上或多篇不正常推噓文達2次（5篇），違規一次水桶35天。板主得主動處置且依情況將文章推薦值歸零。(板主處理板務可不列入)6/03 Rrrxddd      □ [公告]白月光在照耀 你才想起她的好 maesww 2-134F→maesww:  07/17 03:406F→maesww:  07/17 03:092F噓maesww:  07/16 23:5626F→maesww:  3萬?114.137.6.40 07/16 23:1638F→maesww:  07/16 22:087F→maesww:  07/16 21:506F→maesww:  在看笑114.137.6.40 07/16 21:4925F→maesww:  07/16 21:3817F推maesww:  07/16 21:2217F推maesww:  07/16 21:2236F→maesww:  07/16 21:18105F→maesww:  15:40114.137.6.40 07/16 21:143F→maesww:  07/16 17:189F→maesww:  07/16 16:5623F→maesww:  07/16 16:5511F→maesww:  凱道114.137.173.249 07/17 02:1678F→maesww:  07/16 23:1015F→maesww:  07/16 22:3626F→maesww:  07/16 22:0018F→maesww:  汗_味114.137.6.40 07/16 21:5313F→maesww:  07/17 02:1679F→maesww:  07/16 23:1016F→maesww:  07/16 22:362F→maesww:  07/16 22:2043F→maesww:  07/16 22:089F→maesww: 挺富翁 豪宅 地主 大游行114.137.50.140 07/16 09:3110F→maesww: 挺富翁 豪宅 地主 大游行114.137.50.140 07/16 03:5215F→maesww: 挺富翁 豪宅 地主 大游行114.137.50.140 07/16 03:5224F→maesww: 挺富翁 豪宅 地主 大游行223.136.72.13 07/15 23:4925F→maesww: 挺富翁 豪宅 地主 大游行223.136.72.8 07/15 23:2328F→maesww: 挺富翁 豪宅 地主 大游行223.136.72.13 07/15 23:1253F→maesww: 挺富翁 豪宅 地主 大游行42.77.99.102 07/15 22:335F→maesww: 挺富翁 豪宅 地主 大游行42.77.99.102 07/15 22:046F→maesww: 挺富翁 豪宅 地主 大游行42.77.99.102 07/15 21:588F→maesww: 挺富翁 豪宅 地主 大游行42.77.99.102 07/15 21:56174F→maesww:  07/16 09:338F→maesww:  07/16 09:3110F→maesww:  07/16 04:069F→maesww:  07/16 03:5214F→maesww:  07/16 03:5223F→maesww:  07/15 23:4924F→maesww:  07/15 23:234F→maesww:  07/15 23:1427F→maesww:  07/15 23:1252F推maesww:  07/15 22:334F→maesww:  07/15 22:045F→maesww:  07/15 21:587F→maesww:  07/15 21:5634F→maesww:  07/15 21:2513F→maesww:  07/15 20　本案經由巡查，依照板規水桶10組 350天+一次相關前科共385天 水桶  385  天--------------------------------------------------------------------------------,111.254.111.195 (臺灣),8
kymco9999 (),[新聞] 直擊／716大遊行現場近萬人　群眾挺黃國,https://www.ptt.cc/bbs/HatePolitics/M.1689538794.A.BE5.html,Mon Jul 17 04:19:52 2023,ETToday新聞雲直擊／716大遊行現場近萬人　群眾挺黃國昌高喊「D槽！D槽！」記者杜冠霖／台北報導前立委黃國昌、網紅「館長」陳之漢今（16日）下午2點在凱道舉行「公平正義救台灣」遊行，2點左右約3千人左右，但隨著時間推移，現場人潮越來越多，隨著黃國昌、館長上台開講，氣氛越發熱烈，3點左右達到鼎盛，人數略少於2019年623反紅媒活動，推估將近1萬人，但因動線不佳，十分擁擠。716「公平正義救台灣」遊行今正式登場，主辦單位日前預估約4萬人左右，而今天氣十分炎熱，但讓現場民眾情緒更為沸騰，目前推估現場人數約1萬人，大多數人帶著雨傘及帽子遮陽。對於台上館長、黃國昌開講十分捧場，高喊「D槽！D槽！」迴響相當熱烈。黃國昌致詞時高喊，過去有一個政府聽不見人民聲音、踐踏民主法治，因此2016年台灣人民用選票送那個政府下台，當時的當選人站在這個地方，告訴台灣人民，政府無能、無感、無心、看不見人民苦痛，這是現在台灣人普遍感受。黃國昌指出，520總統就職，蔡英文就站在總統府前，告訴台灣人要司法改革，2017年司改國是會議也做出很多決議，但今天看到的不是改革的司法，而是權貴橫行，這個政府告訴大家，他們要改革司法，到底改了什麼東西？而活動後續還有鴻海創辦人郭台銘、民眾黨參選人柯文哲、國民黨參選人侯友宜等人宣講是否擔心今天現場有人喊凍蒜，變調成政治活動？館長表示，已經講過這場遊行就是不准喊口號，不准發政黨旗幟、也不準穿任何政黨的衣服，我們不樂見，但人那麼多，若他要喊我也沒辦法控制，人家也有言論自由。至於遊行是否動員粉絲？館長連忙表示，沒有、沒有，自己只有這個月時間一直拜託大家來，「我沒有動員能力，因為我不屬於任何政黨！」昨天雞排妹也公開「D槽隱藏相簿」滿滿都是日本退役女星蘿拉的大尺度寫真照同一天凱道遊行，台下民眾看到黃國昌戰神跟館長，高喊「D槽！D槽！」大家想看雞排妹的還是黃國昌的D槽的檔案呢？--,223.139.227.95 (臺灣),23
zeuswell (幫我想個有梗的暱稱),[公告] a93103921 暫行板規 70天,https://www.ptt.cc/bbs/HatePolitics/M.1689538935.A.C08.html,Mon Jul 17 04:22:13 2023,-------------------------------------------------------------------------------a931039211.多篇文章下，8小時內重複、無意義、相同/相似之推噓文達5次以上或多篇不正常推噓文達2次（5篇），違規一次水桶35天。板主得主動處置且依情況將文章推薦值歸零。(板主處理板務可不列入)1F推a93103921:  07/17 01:563F推a93103921:  07/17 01:1631F推a93103921:  07/17 00:5415F→a93103921:  在這118.171.141.202 07/1700:2811F→a93103921:  台男118.171.141.202 07/1700:1510F推a93103921:  07/17 00:1420F推a93103921:  07/17 00:011F→a93103921:  07/16 23:4496F→a93103921:  07/16 23:449F→a93103921:  07/16 23:41　本案經由巡查，依照板規水桶 水桶  70  天--------------------------------------------------------------------------------,111.254.111.195 (臺灣),3
